City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,Year,Month,Day,Weekday,Pollutant_Index,Anomaly
Kolkata,28-04-2020,361.1,505,192.9,55.5,186.4,40,3.55,8.3,168.1,119.2,Moderate,2020,4,28,1,219.6,1
Bangalore,28-04-2020,304,196.4,36.7,95.2,10.2,13.6,4.52,73.4,174.1,454,Severe,2020,4,28,1,168.62,1
Delhi,29-04-2020,424.2,15.4,34,22,148.1,24.5,9.97,36.4,177.7,223.1,Poor,2020,4,29,2,135.14,1
Mumbai,29-04-2020,2.5,109.6,102.1,76.6,133.3,4.8,0,92.2,105.5,107.6,Moderate,2020,4,29,2,77.28,-1
Chennai,29-04-2020,137.6,241,96.5,13.1,21.8,4.9,4.26,27,176.9,313.7,Very Poor,2020,4,29,2,119.12,1
Kolkata,29-04-2020,293.9,577.2,128.6,57.9,170.1,35.6,2.33,56.1,159,443.9,Severe,2020,4,29,2,228.82,1
Bangalore,29-04-2020,34.2,394.9,191.2,104.5,101.2,44,4.35,33.6,142.5,356,Very Poor,2020,4,29,2,141.94,1
Delhi,30-04-2020,99.8,567.9,10.4,90.3,32.5,31.7,6.22,64.9,189.8,253.8,Poor,2020,4,30,3,202.54,1
Mumbai,30-04-2020,192.9,527.2,124.4,97.4,165.2,25.1,7.06,58.9,158,356.2,Very Poor,2020,4,30,3,206.88,1
Chennai,30-04-2020,252.5,404.9,98.2,110.6,71.6,29.9,3.53,53,0.6,402.5,Severe,2020,4,30,3,164.32,1
Kolkata,30-04-2020,148.9,196.7,180.7,125.8,170.8,45.1,6.09,76.1,52.9,322.4,Very Poor,2020,4,30,3,120.08,1
Bangalore,30-04-2020,146.3,595.2,15.8,139,234.4,40.7,7.54,80.2,14.4,320.4,Very Poor,2020,4,30,3,195.02,1
Delhi,01-05-2020,219.3,21.4,117.2,127.5,82.3,44.2,3.27,14.9,99.7,376.4,Very Poor,2020,5,1,4,96.56,1
Mumbai,01-05-2020,479,20.5,71.1,137.2,6.2,45.3,6.31,53.4,46.4,157.2,Moderate,2020,5,1,4,147.3,1
Chennai,01-05-2020,339,15.8,33.7,5.8,131.8,6.2,6.18,69.7,129,489,Severe,2020,5,1,4,111.86,1
Kolkata,01-05-2020,189.9,208.7,160.4,62.8,9.1,13.8,4.63,83.7,154.4,353.9,Very Poor,2020,5,1,4,139.9,1
Bangalore,01-05-2020,484,465.6,83.8,39.5,147.4,26.6,3.77,73.6,36.8,450.6,Severe,2020,5,1,4,219.9,1
Delhi,02-05-2020,336,77.9,71.9,112.3,190.3,27,1.79,20.5,143.6,486,Severe,2020,5,2,5,138.06,1
Mumbai,02-05-2020,232.4,152.6,104.1,66.3,38.8,14,4.86,43.1,139.5,386.5,Very Poor,2020,5,2,5,126.78,1
Chennai,02-05-2020,75.5,533.3,101.8,135,67.3,19.2,3.01,0.4,26.1,155,Moderate,2020,5,2,5,154.06,1
Kolkata,02-05-2020,111.9,379.7,131.3,35,220.2,29.6,8.08,9.9,87.4,337,Very Poor,2020,5,2,5,124.78,1
Bangalore,02-05-2020,164.8,78.1,29.5,139.9,186.5,17.8,2.19,6.8,21.5,334.6,Very Poor,2020,5,2,5,82.22,1
Delhi,03-05-2020,325.7,561.4,154.4,41.1,184.3,4.2,0.71,53.1,92.4,475.7,Severe,2020,5,3,6,214.74,1
Mumbai,03-05-2020,359.2,250.3,17,83.5,203.6,10,1.04,69.8,38.9,103.5,Moderate,2020,5,3,6,160.34,1
Chennai,03-05-2020,80.8,115.5,76.4,120.7,38.3,22.2,2.52,14.7,35.7,168.6,Moderate,2020,5,3,6,73.48,1
Kolkata,03-05-2020,165.2,148.7,132.8,18.8,233.9,12.2,9.68,63.2,191.9,334.9,Very Poor,2020,5,3,6,117.56,1
Bangalore,03-05-2020,447.2,78.2,150.3,99.8,15.2,5.1,5.44,62.7,23.9,142.9,Moderate,2020,5,3,6,142.36,1
Delhi,04-05-2020,254.4,287.6,179.9,143.8,185.7,26.2,8.57,9.9,120.5,404.4,Severe,2020,5,4,0,163.24,1
Mumbai,04-05-2020,229.1,315,23.8,123.5,241.2,0.9,3.59,92.5,156.2,384,Very Poor,2020,5,4,0,183.26,1
Chennai,04-05-2020,53.8,16.2,15.9,135.1,241.5,15.9,6.36,21.4,12.3,155.1,Moderate,2020,5,4,0,47.76,-1
Kolkata,04-05-2020,303.1,99.1,32.5,2.6,95.2,14.7,8.82,11.3,137.6,453.1,Severe,2020,5,4,0,110.74,1
Bangalore,04-05-2020,213.6,156.3,168.3,29.1,135.3,40.2,6.89,57.7,198.7,372.1,Very Poor,2020,5,4,0,131.08,1
Delhi,05-05-2020,478.9,588.8,127,38.4,139.1,29.2,1.48,65.4,29.6,81.7,Satisfactory,2020,5,5,1,240.22,-1
Mumbai,05-05-2020,20,62.6,130.2,68.2,75.5,1.6,5.06,9.5,144.9,165.9,Moderate,2020,5,5,1,61.04,1
Chennai,05-05-2020,368.9,423.4,138.5,41.4,196.5,24.4,4.91,11.2,143.9,391.7,Very Poor,2020,5,5,1,197.76,1
Kolkata,05-05-2020,401.3,0.2,164.6,10.1,124.1,31.7,1.21,82.2,51.1,101.4,Moderate,2020,5,5,1,108.98,-1
Bangalore,05-05-2020,326.4,70.5,30.8,124.7,42.1,34.2,4.03,54.8,123.4,476.4,Severe,2020,5,5,1,139.96,1
Delhi,06-05-2020,328.3,564.3,92.5,115,9,26.7,0.54,41.2,85.8,478.3,Severe,2020,5,6,2,226.92,1
Mumbai,06-05-2020,413.7,551.7,28.2,68.3,112.3,12.2,5.08,87,144,164.5,Moderate,2020,5,6,2,252.94,1
Chennai,06-05-2020,162.6,9.7,71.4,146,86.2,18.3,4.84,47.5,56.6,332.9,Very Poor,2020,5,6,2,84.48,1
Kolkata,06-05-2020,260.7,523.2,109.2,144.3,237.7,24.4,2.96,14.3,160.4,410.7,Severe,2020,5,6,2,220.58,1
Bangalore,06-05-2020,102.4,350.3,38.7,47,31.5,3.8,5.18,23.9,55.9,239.9,Poor,2020,5,6,2,115.9,1
Delhi,07-05-2020,404.2,244.2,198.8,83.1,216.1,15.6,7.48,30.4,172.7,210.4,Poor,2020,5,7,3,186.92,1
Mumbai,07-05-2020,24.5,273.6,39.6,97.8,165.6,11.8,9.9,38.7,141.5,223.6,Poor,2020,5,7,3,115.22,1
Chennai,07-05-2020,9.4,238.6,57,147.9,110.5,12.9,8.26,12,70.3,192.4,Moderate,2020,5,7,3,95.64,1
Kolkata,07-05-2020,5.3,217.6,27.1,41.6,140.5,5,4.22,70,121.6,178.5,Moderate,2020,5,7,3,91.22,1
Bangalore,07-05-2020,377.6,513.9,22.1,52.9,131.3,2,4.04,3.6,183,236.5,Poor,2020,5,7,3,226.2,1
Delhi,08-05-2020,53.9,218,170.1,43.6,221.7,0.4,9.81,8.2,144.5,197.6,Moderate,2020,5,8,4,93.64,1
Mumbai,08-05-2020,339.4,128.2,184.9,140.3,249.9,2.6,6.37,79.7,79.9,489.4,Severe,2020,5,8,4,153.5,1
Chennai,08-05-2020,72.5,71.8,78.2,5.2,14,9.1,6.32,83.7,88.8,153.9,Moderate,2020,5,8,4,64.4,1
Kolkata,08-05-2020,387.7,502.8,118.6,112.8,54.7,8.2,4.08,62,17.4,132.8,Moderate,2020,5,8,4,216.54,1
Bangalore,08-05-2020,258.7,169.1,19,46.3,134.1,19.9,2.21,81.2,34.5,408.7,Severe,2020,5,8,4,117.96,1
Delhi,09-05-2020,148.4,330.7,146.3,106.6,134.9,44.8,5.74,84.2,162.3,322,Very Poor,2020,5,9,5,166.44,1
Mumbai,09-05-2020,122.5,150.6,153.4,100.2,57.5,31.1,4.41,24.6,32,302.2,Very Poor,2020,5,9,5,85.98,1
Chennai,09-05-2020,499.6,99,171.8,143.6,230.3,29.5,9.63,31.1,92.8,195.4,Moderate,2020,5,9,5,173.22,1
Kolkata,09-05-2020,247.1,590.8,195.5,86.3,167.7,22.2,0.33,25.8,175.2,397.8,Very Poor,2020,5,9,5,225.04,1
Bangalore,09-05-2020,483.5,7.7,52.6,73,61.7,21,7.31,36.5,6.1,166.3,Moderate,2020,5,9,5,121.36,1
Delhi,10-05-2020,124.1,456.1,95.3,123.2,212.9,46.7,6.95,52,177.8,437,Severe,2020,5,10,6,186.64,1
Mumbai,10-05-2020,203.9,144.6,29.4,43.9,105.3,49.1,5.35,0.5,160,364.6,Very Poor,2020,5,10,6,110.58,1
Chennai,10-05-2020,19.1,294.5,103.8,122.6,217.1,19.9,1.44,28.9,130.2,244.5,Poor,2020,5,10,6,119.06,1
Kolkata,10-05-2020,319.3,18.7,177.8,3.9,221.6,24.2,8.66,31.4,133,469.3,Severe,2020,5,10,6,101.26,1
Bangalore,10-05-2020,96.2,488.6,97.4,110.8,105.7,29.3,7.32,66.8,151.9,483.6,Severe,2020,5,10,6,182.86,1
Delhi,11-05-2020,393.4,142.2,10.9,20.5,61.6,0.7,5.85,6.7,112.3,148,Moderate,2020,5,11,0,135.02,1
Mumbai,11-05-2020,379.3,1.1,88.2,1.5,42.2,26.2,6.55,3.7,93.3,156.8,Moderate,2020,5,11,0,95.78,-1
Chennai,11-05-2020,326.9,539.1,154.3,29.5,87.7,1.8,0.8,41.7,34.4,476.9,Severe,2020,5,11,0,194.32,1
Kolkata,11-05-2020,341.3,144.5,52.9,24.2,240.7,8.9,1.48,61.1,173.8,491.3,Severe,2020,5,11,0,148.98,1
Bangalore,11-05-2020,296.2,71.1,50.2,85.6,28,32.6,3.79,89.6,42.8,446.2,Severe,2020,5,11,0,117.06,1
Delhi,12-05-2020,491.5,352.9,157.4,139.4,164.4,44,2.04,35,182.6,303.4,Very Poor,2020,5,12,1,240.28,1
Mumbai,12-05-2020,447.8,358,57.9,92.7,142.1,48,7.7,7.7,197,309.8,Very Poor,2020,5,12,1,220.64,1
Chennai,12-05-2020,459.4,469,82.7,149.3,239.2,12.4,0.53,88.5,55.5,455.5,Severe,2020,5,12,1,244.34,-1
Kolkata,12-05-2020,257.8,494.9,194.1,38.3,3.2,35.3,9.42,85.1,140.3,492.7,Severe,2020,5,12,1,203.28,1
Bangalore,12-05-2020,144.9,121.6,63.7,18.4,99.2,17.6,7.39,56.5,135.7,319.3,Very Poor,2020,5,12,1,95.42,1
Delhi,13-05-2020,167.5,499.7,70,84.2,241.9,42,2.65,45.6,25.5,499.6,Severe,2020,5,13,2,164.5,1
Mumbai,13-05-2020,445.2,30.6,176.7,22.8,119.2,44.8,9.86,35.8,111.6,198.2,Moderate,2020,5,13,2,129.2,1
Chennai,13-05-2020,375.7,597.6,9.8,70.7,91.1,48.9,1.85,99.9,178.3,224.6,Poor,2020,5,13,2,264.44,-1
Kolkata,13-05-2020,390.9,191.1,78,111.2,196.8,2.4,3.62,99.7,140.7,160.9,Moderate,2020,5,13,2,186.72,1
Bangalore,13-05-2020,191.2,413.8,9.5,35.9,126.5,6.5,0.39,44.6,59,379.7,Very Poor,2020,5,13,2,148.9,1
Delhi,14-05-2020,95.9,537.6,134.6,107,232.2,44,0.11,62.5,175.7,218,Poor,2020,5,14,3,195.74,1
Mumbai,14-05-2020,116.3,338,132.1,109.1,104.5,1.6,2.68,10.9,120.7,288,Poor,2020,5,14,3,139,1
Chennai,14-05-2020,280.3,351.1,149.8,34.7,16.1,27.3,5.42,34.1,79.6,430.3,Severe,2020,5,14,3,155.96,1
Kolkata,14-05-2020,261.8,517.4,159.1,49.3,220.1,7.2,1.2,36,108.8,411.8,Severe,2020,5,14,3,194.66,1
Bangalore,14-05-2020,302.7,315.7,177.9,114.4,244.2,41.8,9.8,2.8,129,452.7,Severe,2020,5,14,3,172.92,1
Delhi,15-05-2020,185.2,326,101.1,54.3,172.8,38.9,7.21,49,193.7,350.3,Very Poor,2020,5,15,4,161.64,1
Mumbai,15-05-2020,66.8,24.4,118.4,42.5,133.3,17.5,8.88,78.6,159.9,188,Moderate,2020,5,15,4,74.44,1
Chennai,15-05-2020,193.9,382.4,76.4,101.4,136.1,28.4,1.48,35.3,78.7,356.9,Very Poor,2020,5,15,4,158.34,1
Kolkata,15-05-2020,252.8,201.6,80.8,48.9,90.7,41.2,1.72,2,35.4,402.8,Severe,2020,5,15,4,108.14,1
Bangalore,15-05-2020,96.1,360.4,94.6,38.4,49.2,28.3,9.26,82,10.6,312.8,Very Poor,2020,5,15,4,117.5,1
Delhi,16-05-2020,331,275.3,59,10.4,241.7,36.2,0.78,22.5,111.3,481,Severe,2020,5,16,5,150.1,1
Mumbai,16-05-2020,327.9,383.2,161.6,18.8,71.1,44.2,0,60.1,100.9,477.9,Severe,2020,5,16,5,178.18,1
Chennai,16-05-2020,12.7,195.1,117.3,47.4,68.1,22.1,0.03,27.9,129.8,163.5,Moderate,2020,5,16,5,82.58,1
Kolkata,16-05-2020,134,358,72.5,94,200.4,27.1,7.82,88.3,52.3,311,Very Poor,2020,5,16,5,145.32,1
Bangalore,16-05-2020,474.8,284.4,79.7,30.3,156.6,46,0.81,92.3,55.7,234.4,Poor,2020,5,16,5,187.5,1
Delhi,17-05-2020,193.9,174.6,184.5,95.3,175.7,17,6.29,7,56.7,356.9,Very Poor,2020,5,17,6,105.5,1
Mumbai,17-05-2020,450.6,42.8,57.7,0.4,205.4,38.1,3.22,35.1,47.4,115,Moderate,2020,5,17,6,115.26,-1
Chennai,17-05-2020,457.4,546.5,81.8,1.5,65.5,50,4.34,17.1,199,277.2,Poor,2020,5,17,6,244.3,-1
Kolkata,17-05-2020,455.2,21.2,106.7,138.4,220.6,16.7,3.25,43,46.6,158.4,Moderate,2020,5,17,6,140.88,1
Bangalore,17-05-2020,328.8,220,88.8,16.3,27.5,43.1,5.91,82.9,153,478.8,Severe,2020,5,17,6,160.2,1
Delhi,18-05-2020,363.8,405.7,98.4,103.7,215.1,12.1,9.94,19.2,97.6,369.5,Very Poor,2020,5,18,0,198,1
Mumbai,18-05-2020,261.5,89.7,185.3,118.8,101.7,0.9,5.51,40.6,24.6,411.5,Severe,2020,5,18,0,107.04,1
Chennai,18-05-2020,205.7,261.5,20.8,53,165.9,46.6,0.45,94.8,159.9,366,Very Poor,2020,5,18,0,154.98,1
Kolkata,18-05-2020,104.4,253.8,25.8,2.5,164.3,22.7,4.71,6,31.8,246.7,Poor,2020,5,18,0,79.7,1
Bangalore,18-05-2020,365.9,196.9,40.1,106.1,150.4,8.7,3.94,82.1,144.7,165.6,Moderate,2020,5,18,0,179.14,1
Delhi,19-05-2020,225,116.2,75.6,40,48.1,27,7.93,61.7,132,380.8,Very Poor,2020,5,19,1,114.98,1
Mumbai,19-05-2020,306.1,394.6,140.4,24.1,89,45.3,9.04,22.5,39.2,456.1,Severe,2020,5,19,1,157.3,1
Chennai,19-05-2020,340.9,198.5,60.8,0.6,85.6,38.6,1.9,3.4,157.4,490.9,Severe,2020,5,19,1,140.16,1
Kolkata,19-05-2020,205.9,322,113.3,103.5,219.8,4.5,4.27,34.2,33.4,366.2,Very Poor,2020,5,19,1,139.8,1
Bangalore,19-05-2020,128.8,27.8,5,90.3,15.9,7.5,1.3,93.3,48.1,307,Very Poor,2020,5,19,1,77.66,1
Delhi,20-05-2020,270.1,528.4,117.9,2.8,226,26.4,4.56,2.3,0.5,420.1,Severe,2020,5,20,2,160.82,1
Mumbai,20-05-2020,73.9,153.2,58.2,116.4,80.6,19.8,7.5,10.8,56,168.7,Moderate,2020,5,20,2,82.06,1
Chennai,20-05-2020,112.4,475.1,19.9,115.4,86.5,44.9,2.92,55.9,118.7,464.3,Severe,2020,5,20,2,175.5,1
Kolkata,20-05-2020,255.6,497,67.7,60.6,94.6,27.7,5.24,44,111.2,495.7,Severe,2020,5,20,2,193.68,1
Bangalore,20-05-2020,37.3,188.5,148.7,149.5,69.4,35.7,4.67,14.1,143.6,169.5,Moderate,2020,5,20,2,106.6,1
Delhi,21-05-2020,485.5,6.8,0.3,0.4,152.7,18.9,8.8,48.3,34.2,185,Moderate,2020,5,21,3,115.04,-1
Mumbai,21-05-2020,331.4,504.1,31.2,9.8,114.5,10.6,5.39,81.8,72.3,481.4,Severe,2020,5,21,3,199.88,1
Chennai,21-05-2020,30.3,113.3,126.9,69.4,1,0.1,1.68,73.7,97.7,109.2,Moderate,2020,5,21,3,76.88,1
Kolkata,21-05-2020,342.1,327.3,65.7,84.3,75.4,7.4,2.99,87,53.8,492.1,Severe,2020,5,21,3,178.9,1
Bangalore,21-05-2020,281.5,403,31.5,13.2,247.3,37.3,1.16,9.8,37,431.5,Severe,2020,5,21,3,148.9,1
Delhi,22-05-2020,386.1,60.9,183.6,68.7,136.5,8.4,7.83,14.8,128.3,172.8,Moderate,2020,5,22,4,131.76,1
Mumbai,22-05-2020,84.5,301.8,149.6,114.5,165.1,13.5,8.98,66.9,158.8,251.8,Poor,2020,5,22,4,145.3,1
Chennai,22-05-2020,487.3,353.6,43,8.7,51.2,8.3,7.98,0.9,79.4,304.3,Very Poor,2020,5,22,4,185.98,1
Kolkata,22-05-2020,405.9,140.9,93.1,115.8,36.6,26,8.38,45,167.7,199.6,Moderate,2020,5,22,4,175.06,1
Bangalore,22-05-2020,170.4,335.4,117.9,87.3,208,8,5.19,66.6,51.2,338.9,Very Poor,2020,5,22,4,142.18,1
Delhi,23-05-2020,8.5,194.7,33.1,81.2,152.2,6.5,7.69,37.7,25.6,171.1,Moderate,2020,5,23,5,69.54,1
Mumbai,23-05-2020,108,403.5,101.9,112.1,46.2,29.8,2.54,9.1,191.4,366.8,Very Poor,2020,5,23,5,164.82,1
Chennai,23-05-2020,199,447.9,95.5,73.3,221.8,34.4,2.17,48.9,142.6,425.2,Severe,2020,5,23,5,182.34,1
Kolkata,23-05-2020,487.3,498.1,122.2,92.1,13.1,21.7,5.26,97.1,15.2,497.3,Severe,2020,5,23,5,237.96,1
Bangalore,23-05-2020,437.9,407.9,158.8,88.2,167.8,16,8.16,97.9,152.1,372.3,Very Poor,2020,5,23,5,236.8,1
Delhi,24-05-2020,186.8,377.6,159.6,40.6,156,1,5.67,26.4,179.3,351.5,Very Poor,2020,5,24,6,162.14,1
Mumbai,24-05-2020,295,260.5,132.9,73.4,108.6,8.8,2.53,6.2,96,445,Severe,2020,5,24,6,146.22,1
Chennai,24-05-2020,83.4,597.5,192.3,46.7,53.4,49.6,5.37,36.3,158.7,186.3,Moderate,2020,5,24,6,184.52,1
Kolkata,24-05-2020,99.5,116.7,148.5,21.2,216.7,45.7,8.99,13.3,101.3,230,Poor,2020,5,24,6,70.4,1
Bangalore,24-05-2020,252.2,514.9,168.6,31.8,227.9,9,0.61,97.1,131.8,402.2,Severe,2020,5,24,6,205.56,1
Delhi,25-05-2020,337.2,206.2,25.2,17.4,197.9,46.3,1.46,91.6,192.4,487.2,Severe,2020,5,25,0,168.96,1
Mumbai,25-05-2020,58.7,332.4,162.6,27.7,241.2,27,5.67,89.7,32,282.4,Poor,2020,5,25,0,108.1,1
Chennai,25-05-2020,116.3,487.5,51.3,20.2,25.3,14.4,1.62,80,133.7,482.1,Severe,2020,5,25,0,167.54,1
Kolkata,25-05-2020,499.7,333.4,8.3,84.3,198.5,49.7,8.04,96,194,283.4,Poor,2020,5,25,0,241.48,1
Bangalore,25-05-2020,337.5,85.3,92.1,16.7,207.3,21,4.86,44.5,132.5,487.5,Severe,2020,5,25,0,123.3,1
Delhi,26-05-2020,440.2,255.8,154.2,24.1,4.9,42.5,0.82,35.5,48.1,205.8,Poor,2020,5,26,1,160.74,1
Mumbai,26-05-2020,375.3,284.9,119.6,31.3,19.2,33.6,0.13,89.1,3.4,234.9,Poor,2020,5,26,1,156.8,1
Chennai,26-05-2020,79.9,592,129.8,45.6,17.9,43.4,5.96,5.3,169.5,202.3,Poor,2020,5,26,1,178.46,1
Kolkata,26-05-2020,196.7,538.2,65.6,1.6,204.5,42.3,7.57,26.4,197.1,359.1,Very Poor,2020,5,26,1,192,1
Bangalore,26-05-2020,464.2,37.6,29.5,33.4,136.6,36.6,1.59,53.3,109.9,114.2,Moderate,2020,5,26,1,139.68,1
Delhi,27-05-2020,381.8,141.5,111.1,92.3,203.8,38.8,3.62,34.6,53.2,127.9,Moderate,2020,5,27,2,140.68,1
Mumbai,27-05-2020,315.3,278.1,68.7,0.4,80.3,16.2,3.21,82.9,161.1,465.3,Severe,2020,5,27,2,167.56,1
Chennai,27-05-2020,420.6,12.7,90,112.7,186.6,10.9,3.92,77.7,172.5,209.9,Poor,2020,5,27,2,159.24,1
Kolkata,27-05-2020,83.6,127.7,25.7,6,105,8.2,7.42,13,2.6,178.2,Moderate,2020,5,27,2,46.58,-1
Bangalore,27-05-2020,123.5,48.1,147.3,110.1,6.3,14.4,9.19,8.8,22,302.9,Very Poor,2020,5,27,2,62.5,1
Delhi,28-05-2020,470.4,65.7,175.1,106.2,167.4,27.5,6.33,1,73.7,154,Moderate,2020,5,28,3,143.4,1
Mumbai,28-05-2020,0.2,93.6,123.5,29.5,120.3,23.3,3.53,2.1,178.6,225.4,Poor,2020,5,28,3,60.8,-1
Chennai,28-05-2020,347.1,312.2,167,60.1,121.1,9.6,8.28,30.1,69.8,497.1,Severe,2020,5,28,3,163.86,1
Kolkata,28-05-2020,400.8,4.1,41.6,47.5,22.3,43.7,8.81,26.7,82,185.1,Moderate,2020,5,28,3,112.22,1
Bangalore,28-05-2020,11.1,405.5,149.8,79.2,122.5,11.5,7.82,32.6,91.2,369.3,Very Poor,2020,5,28,3,123.92,1
Delhi,29-05-2020,498.2,590,148.2,12.2,90.1,44.1,3.08,1.4,150,173.4,Moderate,2020,5,29,4,250.36,-1
Mumbai,29-05-2020,17.3,484.8,183.8,49.6,123,46.1,0.28,94.5,198.4,478.2,Severe,2020,5,29,4,168.92,1
Chennai,29-05-2020,341.8,98.7,3.1,73.1,218.6,18.2,3.21,80.9,90.4,491.8,Severe,2020,5,29,4,136.98,1
Kolkata,29-05-2020,413,491.9,110.3,122.7,197.3,12.9,4.62,92.1,182.9,488.4,Severe,2020,5,29,4,260.52,-1
Bangalore,29-05-2020,322.9,77.4,113.1,136.4,137.9,22.7,3.99,2.1,49.8,472.9,Severe,2020,5,29,4,117.72,1
Delhi,30-05-2020,121.5,136.4,183.8,103.7,26.3,39.8,3.83,71.8,85.6,301.4,Very Poor,2020,5,30,5,103.8,1
Mumbai,30-05-2020,269.3,44.2,96.3,2.6,199.1,22.1,1.84,66.3,102.3,419.3,Severe,2020,5,30,5,96.94,1
Chennai,30-05-2020,184.4,570.6,86.5,99.4,246.9,18.7,5.13,50,48.1,349.7,Very Poor,2020,5,30,5,190.5,1
Kolkata,30-05-2020,149,324.3,1.4,39.3,112.4,37.3,5.34,81.9,160.9,322.5,Very Poor,2020,5,30,5,151.08,1
Bangalore,30-05-2020,273.8,352.1,128.4,130,190.7,3.4,0.74,85.8,36.7,423.8,Severe,2020,5,30,5,175.68,1
Delhi,31-05-2020,47.7,428.5,107.3,55,230.8,3.2,2.46,51.9,66.8,398.1,Very Poor,2020,5,31,6,129.98,1
Mumbai,31-05-2020,380.2,558.6,53,89.1,195.6,7.2,3.6,88.5,49.8,119.8,Moderate,2020,5,31,6,233.24,1
Chennai,31-05-2020,273.9,535.2,43.5,86.4,51.1,30.4,6.6,80.7,22.5,423.9,Severe,2020,5,31,6,199.74,1
Kolkata,31-05-2020,172.4,423.1,79.1,93,117.9,45.1,1.32,68.9,103.9,391.4,Very Poor,2020,5,31,6,172.26,1
Bangalore,31-05-2020,49.9,218.6,42.3,117,57,38.7,6.53,35.7,52.7,179.1,Moderate,2020,5,31,6,94.78,1
Delhi,01-06-2020,83.2,267.9,118.6,46.8,216.3,37.7,9,35,75.2,217.9,Poor,2020,6,1,0,101.62,1
Mumbai,01-06-2020,96.5,420.7,38.4,10.7,169.1,44.9,7.11,32.4,198.6,388.3,Very Poor,2020,6,1,0,151.78,1
Chennai,01-06-2020,235.4,308.2,20.2,33.9,225.3,42.8,8.81,2.2,42.9,388.8,Very Poor,2020,6,1,0,124.52,1
Kolkata,01-06-2020,415.8,177.5,186.2,97.9,36,3.9,1.83,96.1,6.4,151.8,Moderate,2020,6,1,0,158.74,1
Bangalore,01-06-2020,350.1,483.6,98.4,52.4,48.7,3.1,9.2,58.5,163.2,476.5,Severe,2020,6,1,0,221.56,1
Delhi,02-06-2020,210,257.9,171.5,41.7,125.8,31.5,9.01,17.7,32.1,369.3,Very Poor,2020,6,2,1,111.88,1
Mumbai,02-06-2020,73.1,69.8,196.5,140.3,177.9,14.4,8.01,95.6,120.5,175.1,Moderate,2020,6,2,1,99.86,1
Chennai,02-06-2020,293.8,230.9,134.1,71.2,226.5,6.7,9.35,19.7,154.7,443.8,Severe,2020,6,2,1,154.06,1
Kolkata,02-06-2020,390.3,410.7,179.8,130.6,165.1,22.6,3.86,59.1,182,375.8,Very Poor,2020,6,2,1,234.54,1
Bangalore,02-06-2020,130.3,192.6,133.2,99.8,144,43.3,4.88,13.6,14.5,308.1,Very Poor,2020,6,2,1,90.16,1
Delhi,03-06-2020,460.2,313.6,33.2,123.8,146.3,17,3.24,5.6,41.7,263.6,Poor,2020,6,3,2,188.98,1
Mumbai,03-06-2020,95.8,184.5,132.9,89.4,36.7,5.8,7.15,21,80.7,217.4,Poor,2020,6,3,2,94.28,1
Chennai,03-06-2020,69.1,373.9,166.8,51.8,75.9,11.2,8.61,48.6,104.8,329.7,Very Poor,2020,6,3,2,129.64,1
Kolkata,03-06-2020,284.4,529.4,198.7,109,24.5,27.5,2.92,19.2,104.2,434.4,Severe,2020,6,3,2,209.24,1
Bangalore,03-06-2020,315.7,151.6,77.5,114.5,180.4,13.4,5.63,54,76.5,465.7,Severe,2020,6,3,2,142.46,1
Delhi,04-06-2020,482.4,359.8,17.2,145.5,240.7,9,7.6,44.1,87.7,312,Very Poor,2020,6,4,3,223.9,1
Mumbai,04-06-2020,464.1,450,79.8,103.1,160.5,21.2,4.51,14.3,33.2,428.3,Severe,2020,6,4,3,212.94,1
Chennai,04-06-2020,73.7,257.8,102.9,70.9,41.8,25.3,1.18,54.3,178.5,225.1,Poor,2020,6,4,3,127.04,1
Kolkata,04-06-2020,86.5,359.3,94.9,104.4,107.6,12.2,5.65,89.8,159.4,311.4,Very Poor,2020,6,4,3,159.88,1
Bangalore,04-06-2020,94.5,560,50.2,81.7,106.5,9.1,9.19,91.4,45.1,212.9,Poor,2020,6,4,3,174.54,1
Delhi,05-06-2020,53.4,82.9,122.4,59.1,87.5,28.7,7.58,33.8,12.6,169.7,Moderate,2020,6,5,4,48.36,1
Mumbai,05-06-2020,24.2,469.9,187.2,37.9,224,5.8,6.14,89,161.2,456.8,Severe,2020,6,5,4,156.44,1
Chennai,05-06-2020,172.9,142.2,150,22.2,182.8,24.7,9.9,0.8,4.4,340.8,Very Poor,2020,6,5,4,68.5,1
Kolkata,05-06-2020,158.9,567.2,126.2,6.1,116.9,4.9,9.24,62.6,21.5,330.1,Very Poor,2020,6,5,4,163.26,1
Bangalore,05-06-2020,462.7,554.4,90,16.3,21.4,12.2,5.57,10.1,75.3,144.5,Moderate,2020,6,5,4,223.76,1
Delhi,06-06-2020,290.9,438.6,90.3,118.3,246.1,23.8,2.8,18.2,146.1,440.9,Severe,2020,6,6,5,202.42,1
Mumbai,06-06-2020,233.9,358.9,40.8,88.6,179.6,2.9,6.23,36.4,144.4,387.6,Very Poor,2020,6,6,5,172.44,1
Chennai,06-06-2020,174.2,275.5,33.7,98.3,239.2,20.7,0.16,60.5,193.8,341.8,Very Poor,2020,6,6,5,160.46,1
Kolkata,06-06-2020,480.5,177.7,141.7,74.8,74.2,20.9,9.48,84.2,87.2,193.5,Moderate,2020,6,6,5,180.88,1
